hour,total_volume,total_tx_count,cex_inflow,cex_outflow,cex_tx_count,dex_inflow,dex_outflow,dex_tx_count,inst_inflow,inst_outflow,inst_tx_count
2024-01-01 00:00:00.000 UTC,141669421.68541592,4538,64339500.82850306,77793739.63011,2571,19803430.159169007,19052567.946025,677,0.0,0.0,0
2024-01-01 01:00:00.000 UTC,90556015.9569351,3576,20087606.20488399,25749005.786836013,1743,18892243.69518601,16320476.768017,715,515.4589,500000.0,2
2024-01-01 02:00:00.000 UTC,190744511.739011,3022,101094829.52592494,122652786.07511798,1285,5456261.387875001,6698813.609858002,582,0.0,0.0,0
2024-01-01 03:00:00.000 UTC,126346214.2895641,2687,44426320.79685401,64847653.90034699,992,13030559.250656996,18561052.37128,655,0.0,0.0,0
2024-01-01 04:00:00.000 UTC,196449500.2374937,3179,65536872.11293705,112936754.76110202,1350,12874050.936662,17095097.470067006,650,0.0,0.0,0
2024-01-01 05:00:00.000 UTC,190440565.7349249,2993,77193662.54956101,134202609.35567296,1453,8091112.490257001,10613269.677388,535,0.0,2000000.0,2
2024-01-01 06:00:00.000 UTC,118107770.53817314,3091,42823953.32172906,78204429.03943595,1216,5710986.925254,7568918.387758001,518,0.0,0.0,0
2024-01-01 07:00:00.000 UTC,71209368.70972402,3668,10933007.890103,13383734.542040003,1677,13095744.681895,15282239.035987008,478,520.582,500000.0,2
2024-01-01 08:00:00.000 UTC,99367995.10563904,3351,36651801.99988803,44005967.180749945,1344,14176569.123342,14697535.886833,526,0.0,0.0,0
2024-01-01 09:00:00.000 UTC,59544596.74977105,3451,9127534.700974,12017720.646771004,1378,11328263.290399997,8611381.900742,579,0.0,0.0,0
2024-01-01 10:00:00.000 UTC,85705198.5611571,3626,33991745.33570196,38261801.06863602,1373,8799458.710889997,6821127.909502,567,1134.8599,0.0,1
2024-01-01 11:00:00.000 UTC,101499580.56487703,3869,37126153.27986803,36838805.774543,1470,10184512.970141,9600119.146083,613,0.0,0.0,0
2024-01-01 12:00:00.000 UTC,88877095.902079,4188,17862994.43077899,15785951.063469002,1486,17895687.59321199,15765637.235609,786,0.0,103058.315327,2
2024-01-01 13:00:00.000 UTC,72165215.608608,4550,9381906.023995988,13256827.022744998,1806,15511476.213714998,14887373.712523,755,0.0,0.0,0
2024-01-01 14:00:00.000 UTC,85264090.5957079,4548,12549221.594468992,18438221.256735995,1744,14346614.771581003,10239795.898974998,813,0.0,0.0,0
2024-01-01 15:00:00.000 UTC,136893574.9856679,4556,23713001.080936026,24552153.199422,1808,28305806.26600501,30917467.437090017,805,0.0,40918.321239,1
2024-01-01 16:00:00.000 UTC,259662324.48843533,4644,27817485.557496056,79739903.55922595,1747,21422844.545629,23973414.755042,861,64501057.182961,65724980.196526,22
2024-01-01 17:00:00.000 UTC,147895746.8439512,4849,45609928.98883802,12900143.564659992,1861,25859162.860439997,30248682.92912398,845,0.0,100000.0,1
2024-01-01 18:00:00.000 UTC,149839180.75968495,4957,56156544.12229896,51567148.736482985,1957,18642969.379653003,21168014.647853997,892,0.0,500000.0,1
2024-01-01 19:00:00.000 UTC,137183155.26778805,4581,33134471.532691017,16083316.906846998,1866,23919577.57869399,26369924.98041999,874,0.0,0.443671,1
2024-01-01 20:00:00.000 UTC,216814518.4759489,4535,43455215.09783198,19049738.424895,1870,43631108.51909999,45906104.86696399,966,0.0,191625.90316,4
2024-01-01 21:00:00.000 UTC,98424831.21365508,4662,29596208.40971101,30285353.582532,1990,16571983.997564,17335032.764435,835,0.0,0.0,0
2024-01-01 22:00:00.000 UTC,100577195.36025496,4371,14213503.877672993,12359060.524302008,1838,26647313.701399997,29442294.05629601,815,0.0,0.0,0
2024-01-01 23:00:00.000 UTC,150679092.30584097,4314,22931493.795465,19036954.6868,1679,23672333.995972004,34289487.011849,904,739.398271,500000.0,2
2024-01-02 00:00:00.000 UTC,322767214.50209427,4650,85841695.32628198,70758230.42264296,1773,55361218.896026015,72965877.75583003,1256,2928418.0,3593137.0,8
